review_content,rating,source,date
awesome app,5,Google,2021-07-19
The best Donuts by far,5,Google,2021-07-19
"excellent selection of food,beautiful staff.X",5,Google,2021-07-19
The best app ever. A great value for a person on a budget.,5,Google,2021-07-19
I've enjoyed the opportunity to affordably try new places. It also makes me feel like I'm lowering food waste,5,Google,2021-07-19
I love the concept of food sharing...good app,5,Google,2021-07-18
great way to help reduce food waste! I really wish more restaurants and other eateries would participate!,5,Google,2021-07-18
"I get the idea of the app but there's no point to it if the only local places sell out before you get a chance to even look. Check every few hours or so and it's sold out. No proper notifications... Notifications are just promotional or ""check this out"" features which I'm not interested in.",1,Google,2021-07-18
very good branch .happy and friendly staff . welcoming and helpful even at busy period,5,Google,2021-07-18
Booked first order excitedly headed to a store in the middle of the city with drug deals going on right outside just to have the clerk tell me they don't do to good to go anywhere but yet they still withdrew the money and the store is still advertised!!!!,2,Google,2021-07-18
Good variety and value,5,Google,2021-07-18
"Just had our first Too Good to go ,from Monksbridge Farm, Dronfield. We didn't look what we had until we got home, we booked it as it stated CARVERY, well all we got was Veg, which is no problem as we both like it, but NO MEAT!!, I rang and they explained it only contains veg . Why advertise the meal as a CARVERY when no meat is actually carved to come with it. Quite disappointed as feel discription is very unleading . We feel it should say vegetables only and one uneatable Yorkshire pu",1,Google,2021-07-18
"Why be part of the ""problem,"" when you can be part of the ""solution!?!"" This app surfs local businesses (restaurants/bakeries/grocers)for food that is quality and usable before it is discarded, and allows the customer to choose the surprise bag at a fraction of the cost. You support local businesses, you help stop foolish waste, and you grub good feeling better about our world. Awesome app!!!",5,Google,2021-07-18
"Brilliant idea -- a win-win for consumers, suppliers, and the environment!",5,Google,2021-07-18
"The bag included tuna baguette, 3 packs of 4 chocolate brownies, 1 donut, 2 chocolate muffins and 4 large cookies. Definitely worth £2.59. It's like a meal for one with extra treats. Good for kids. Everything was very nice.",5,Google,2021-07-18
I picked up my 1st meal on Friday fron Berry Brook Carvery I got to choose what I wanted and for only £3.29 fantastic,5,Google,2021-07-18
it works!!!,5,Google,2021-07-18
Would be helpful to have a reminder to collect your food. I did my first order the day before collection and didn't realize I missed it until I got the invoice.,4,Google,2021-07-18
"Really nice food and a very friendly, personable barista who is a credit to her employer. Great value, too.",5,Google,2021-07-18
A great way to prevent waste and have a cheap surprise dinner! 😋,5,Google,2021-07-18
lovely lady who served me and such a beautiful shop.,5,Google,2021-07-18
Not enough or sufficient choice in my location without driving miles,4,Google,2021-07-18
fantastic value for your money,5,Google,2021-07-18
Good communication and good value lots of variety for meal options.,5,Google,2021-07-18
Great variety of groceries and fruit.,5,Google,2021-07-18
Not a lot of variety around my area yet but 3 purchases so far and very happy with how much and value given. No issues with the app or any interaction with stores at all. Would definitely recommend and looking forward to trying in major areas with more choices available.,5,Google,2021-07-18
"an amazing app if you can get into SF easily (preferably work or live in the city). I honestly feel good eating food that would otherwise be thrown away simply because of an expiration date that has lee way, but legally the restaurant won't risk it. Try it out! you roll up right after they close, show them your code, swipe, and leave! very simple! DO YOUR PART!",5,Google,2021-07-18
"Love the cause, great experience with resturants and the app.",5,Google,2021-07-18
"This is a great app, #nowaste. Saves food from being tossed.",5,Google,2021-07-18
absolutely loved it! so much good food no complaints at all!,5,Google,2021-07-18
excellent value,5,Google,2021-07-18
First time using the app. Everything went smoothly. Got about 6 different things for £4 which wasnt bad at all. It would be good if more shops used this app. A lot of the magic bags sell out very quickly.,5,Google,2021-07-17
Help people has got much it's very good for that,5,Google,2021-07-17
brilliant. anything to reduce wastage.,5,Google,2021-07-17
Got 4 yummy donuts for £4 when they are normally £3 each 1st time I have used this app. will certainly do it again 😊,5,Google,2021-07-17
Good value just a shame it was all pastry type food but well worth the price 👍,5,Google,2021-07-17
great in many ways,5,Google,2021-07-17
"This was my first time trying the magic bags. I got a good selection of food overall. I'm not sure it added up to £12 (which is what it said on the write up), however I am happy with everything I got .",5,Google,2021-07-17
Brilliant. Fantastic range of food at great prices - and it prevents food waste so what's not to love?,5,Google,2021-07-17
really friendly staff..good variety of food was given chicken.leg Pattie 2 rolls one savory and one sweet and cake bargain and it was delicious thankyou,5,Google,2021-07-17
recommend download highly . saves food going to waste at bargains prices,5,Google,2021-07-17
great,5,Google,2021-07-17
App closes randomly,3,Google,2021-07-17
so good to save food from the bin and financially really helpful too!,5,Google,2021-07-17
absolutely fabulous,5,Google,2021-07-17
that's a perfect way to benefit everyone and make the most of nice food,5,Google,2021-07-17
"Good idea but aimed solely at making the corporation money, nothing more. Their policy is designed to protect themelves from you, so beware. I've had a few good bags of food via this app, but if you're as much as 1 minute late, through no fault of your own, they keep the food and the money. Yesterday I was hungry, I was stood in a store looking at the bag of food, it was right in front of me, but I was told I couldn't have it because the app wouldn't let me swipe. Very disappointed indeed..!",4,Google,2021-07-17
it was good... fyi the food was frozen at pick up,5,Google,2021-07-17
Great app food doesn't waste n customer service at greggs capability Green was very good.,5,Google,2021-07-17
Not much on offer in my locality. I know that this may be due to reluctance on behalf of any retailers rather than the fault of Too Good To Go.,4,Google,2021-07-17
Excellent value for money and food variety of food.,5,Google,2021-07-17
Fantastic....,5,Google,2021-07-17
"You don't get the stated value, and it's not ready for pickup well into the pickup window. Was a waste of time and money, and let's be real, probably my privacy /data as an app user.",1,Google,2021-07-17
This app is short of nothing but amazing. I've ordered two things so far and was pleasantly surprised with the amount of food I got. I'm going to be using this well more than any other app going forward!,5,Google,2021-07-17
"Wish there was a way to check online for locations without downloading the app. I input the three major metropolitan areas that I frequently go to for business (Los Angeles, Houston, Atlanta) and got zero hits. There's literally millions of residents, but no dice. That's fine, but why did I have to download the app and make an account before I could learn that it wasn't useful for almost 27 million people? These areas are 2nd, 5th and 6th in US population, respectively!",3,Google,2021-07-17
Smart idea! This needs to expand to other cities.,5,Google,2021-07-16
Great idea and app works pretty well,4,Google,2021-07-16
great value,5,Google,2021-07-16
If you have a big family and want a spontaneous feast for a fraction of the cost this is the place to go to. Awesome App and easy to purchase and collect. recommended product 5 stars really...5 stars. But dont blame me if you overeat and get bigger.,5,Google,2021-07-16
"Such a brilliant idea, happy to be part of such a great cause. So much delicious food, a mix both savoury and sweet. I just wish more cafes and restaurants would get on board 🤞🤞",5,Google,2021-07-16
First time I've collected anything thru the app. It's vg value & a good variety of food.,5,Google,2021-07-16
"Great App for businesses and customers alike. I've had so many great orders through Magic Bags on this, from a huge evening meal to a bag of lunch snacks, treats and drinks. Would highly recommend anyone to get involved- businesses for your food waste and customers to grab a bargain!",5,Google,2021-07-16
brilliant app,5,Google,2021-07-16
"1st time of using this app and very happy! food was delicious,lots of it and not dried out at all,quick friendly service. highly recommend",5,Google,2021-07-16
"My push message don't seem to work which means I sometimes miss out on varied deals everywhere. People seem to be on this app a lot, but it's a good thing, had since good deals before.",4,Google,2021-07-16
"In big city, the prices remain the same. No discount even near closing time. Good way for small restaurants to have another app to order food from.",3,Google,2021-07-16
It's a good app it just doesn't have more variety of places b/c not too many know if this awesome way for food not to go to waste!,5,Google,2021-07-16
super easy to use and fun!,5,Google,2021-07-16
"Holy cow, donuts!",5,Google,2021-07-15
What a smart way to save on food wastage. Very impressed with the ease of the app and the beautiful good I received. So glad I happened upon this! I've since told everyone else.,5,Google,2021-07-15
"brilliant, for me and the companies, just need more places in the area to jump on the togoodtogo band wagon.",4,Google,2021-07-15
"iam amazed at what you can get in a bag definitely value for money, quick and easy to use the app, friendly service and best bit is your saving food being wasted",5,Google,2021-07-15
Kocur pomysł,5,Google,2021-07-15
never had a bad experience! so many choices available! saves money and prevents waste,5,Google,2021-07-15
"lovely staff, served quickly. had ham salad roll, two pasties 3 donuts and two munchies. really good experience this time. Bad experience with Bounces Road greggs, not this one",5,Google,2021-07-15
"What's not to like? Delicious, cheap food and saving the planet a bit!",5,Google,2021-07-15
What a brilliant idea. Only had 2 different bags so far but well worth it every now and then.,5,Google,2021-07-15
Love the cheeses they have on selection. only downside is we went in for one thing and came out with nearly £30 worth of cheeses,5,Google,2021-07-15
"my first TooGoodToGo experience and what a great one, we will definately do this again, delish food in non plastic containers hopefully more companies will join in... we really need to cut our waste.",5,Google,2021-07-15
"This is an ingenious thought to save food going to landfill and being available to buy at a fraction of the cost,happy tummy,happy purse and happy environment.",5,Google,2021-07-15
Brilliant value and really tasty.,5,Google,2021-07-15
"fantastic, great food and alot for the money well worth it 👌",5,Google,2021-07-15
this is a great idea to stop the waste of good food,5,Google,2021-07-15
Great concept but the search function is ropey and it says a box is available but sold out at the same time so you can't select them it then says they sold out after you had been logged in. Needs push notifications of when stuff becomes available in your selected area. If i have get to buy anything i may re-review! Edit: june 2021 since updating the app it no longer works haven't been able to access any store details for 2 weeks....,1,Google,2021-07-15
Need more businesses to get involved,3,Google,2021-07-15
"love this, always excited to see whats in my bag. love love love thanks",5,Google,2021-07-15
"Amazing, you get great things",5,Google,2021-07-14
amazing value,5,Google,2021-07-14
So far so good,5,Google,2021-07-14
fantastic service and really lovely staff. thank you,5,Google,2021-07-14
This is the awesome service. I will definitely be back.,5,Google,2021-07-14
Good variety of food,5,Google,2021-07-14
Great idea. You get alot for your money and it stops food being wasted. Only downside is i never actually get anything sweet in my bags,4,Google,2021-07-14
lovely staff and fresh food 10/10,5,Google,2021-07-14
value for money. thanks,5,Google,2021-07-14
"Great idea, good UI but TERRIBLE UX. Deactivate some options when I'm not signed up/in. But don't ask for my email and consent for your terms & conditions and privacy statement in advance! Don't be greedy and value your users (and their data), then you'll get 5 stars.",1,Google,2021-07-14
Amazing idea and great app.,5,Google,2021-07-14
first time excellent products great price,5,Google,2021-07-14
Great amount of food for such a little price . Great app,5,Google,2021-07-14
amazing and a feel good move.,5,Google,2021-07-14
This is literally the best thing I have discovered!! saw it on tic tok and was dubious but OMG... AMAZING,5,Google,2021-07-14
"I dont get massive selection where I live, no restaurants just cafés, petrol station and local mini market, occasionally Morrisons (biggest town in a county) however I just collected a bag from my local café near my work and its a great value and nice selection. I will use this app in a near future :-)",4,Google,2021-07-14
This is such a great service,5,Google,2021-07-14
"Rating not accurately published. Only positive ratings of 3 or more shown. Thus where retailers are abusing the scheme by giving either rotten products or goods are not worth the price paid, TGTO don't do anything, and show the retailer as new and thus no rating info shown.",1,Google,2021-07-14
Great innovative idea to stop food waste.,5,Google,2021-07-14
Good app,4,Google,2021-07-14
Since the recent updates the app is not fully working. It is not loading or when it does it doesn't show any information!,1,Google,2021-07-14
Amazing app doing awesome things! 😃,5,Google,2021-07-14
had wrong address given for one. another cancelled my order when I was in the shop.,4,Google,2021-07-14
Great idea. We're using it a lot. Keeps adding new restaurants.,5,Google,2021-07-14
dinner for 2 for $5 😎,5,Google,2021-07-14
Worked good when I downloaded it but now just keeps timing out,3,Google,2021-07-13
"my first order and amazing! 2 large punnets of strawberries, olives and 4 packs of quality sandwiches.. for £2.50!!",5,Google,2021-07-13
simple and easy to use. value in the bags,5,Google,2021-07-13
a nobrainer,5,Google,2021-07-13
very good,5,Google,2021-07-13
over all fantastic I am so pleased .,5,Google,2021-07-13
"A definite must. Delicious food, friendly staff 👍.",5,Google,2021-07-13
Excellent home made jerk chicken and rice and right level of spice. Will be definitely be trying the other dishes soon!,5,Google,2021-07-13
Good amount and selection of food,5,Google,2021-07-13
I was given chicken curry was delicious. toffee pudding with custard. Belgium bun and a cold protein drink . for £4.00 well worth it . It's from the restaurant inside derifford hospital Plymouth. Great for staff wanting a meal when they get home. Will be getting from there again .,5,Google,2021-07-13
"Excellent, frais et délicieux ! Merci !",5,Google,2021-07-13
"Great and friendly staff, delicious food",5,Google,2021-07-13
Great selection of items,5,Google,2021-07-13
"amazing amount of food, have been getting the magic bags from Prestwich Gregg's for a while, lovely friendly staff, would definitely come here again",5,Google,2021-07-13
friendly helpful staff 😁,5,Google,2021-07-13
best deal invented this century :-),5,Google,2021-07-13
Good variety tasty food,5,Google,2021-07-13
"first time there, but not the last",5,Google,2021-07-13
Completely awesome I wish it wasn't just in big areas and States like Massachusetts I wish Nashua all of New Hampshire just every state should offer it in the businesses still make money they're not losing out,5,Google,2021-07-13
"Great idea, I was excited to try this out but it just isn't what it wants to be yet. I've had this installed for a month, checking daily for things in my area but was only ever greeted with ""sold out"" for the stores I was interested in no matter what time it was. I hope this app is able to get better and grow.",1,Google,2021-07-13
"If you're in Central London and haven't downloaded this app, what are you doing?",5,Google,2021-07-13
Great app amazing value,5,Google,2021-07-13
"Good idea. App is easy to use. So far, both shops/stalls were closed when I got there (both 1 minute walk from my flat), before closing time. TGTO issued refunds immediately with no hassle. Hope to successfully complete an order soon.",3,Google,2021-07-13
"Vast improvement on previous box. Pleasantly suprised. Vegan & meat options. savoury & sweet. mostly fresh foods that need eating straight away or to be frozen. Value £14.39.If purchased individually (at full price before reduced as at end of sell/ use by date) Excellent value. Shop very clean. Staff helpful, polite & courteous. Highly recommended. * only thing I would comment on*.. is, if there was a choice of a meat free box, I know a lot more ppl would participate in saving food waste.",5,Google,2021-07-13
Nice app,5,Google,2021-07-13
awesome idea and always in the pocket,5,Google,2021-07-13
"This is just another way of selling stuff by companies, it's not a helpful app to prevent food waste, don't be naive, don't bother.",1,Google,2021-07-13
The best app around! If your timing is good there are some fantastic offers for food to save. So far in my experience each magic bag is great value for money and easy to collect. The only critisism is that I would love if there was a separate category of magic bags for vegetarians/vegans as it's dissapointing to receive a magic bag consisting fully of meat! This shouldn't be hard to implement and its really about time!,4,Google,2021-07-13
Love this app. I love that the price of the food. It is good quality and it's a great idea. Unfortunately not food goes to shelters and is wasted so this will help eliminate that. I hope the app grows and it would benefit more. Plus shelters always have food and I had supported those but reality of that is that the homelessness did not want it. I had experience with this. I brought the food for a man and he throw it out requested money only. So yeah this app is helping truly eliminate foodwaste,5,Google,2021-07-13
"Brilliant selection of items . Fish pie, cottage pie, wrap, cous cous, sushi, croissant, salad, peas n carrots",5,Google,2021-07-13
At best I had 3 options within 25 miles of me mostly just the same 2 had app around a week wasting space on phone got rid of it,1,Google,2021-07-13
overall exellent service highly recommend,5,Google,2021-07-13
I thought this app was too good to be true. it's not.,5,Google,2021-07-13
No support in my area,1,Google,2021-07-13
Difficult to actually secure an order because it doesn't say when one will be available to secure. You have to check the app again and again and simply get lucky. The only order I made was from a grocery store for $5.99. The food I received wouldn't have even costed $5 at Whole Foods. Definitely disappointed by the small quantity. Good thing it was only $5.99.,1,Google,2021-07-13
I love surprises,5,Google,2021-07-13
"very good,worth the money.",5,Google,2021-07-12
lovely food great service,5,Google,2021-07-12
Nice variety,5,Google,2021-07-12
It keeps taking payments then says it didn't go through but the payment has been taken,4,Google,2021-07-12
very good,5,Google,2021-07-12
A lot of the time they cancel your order last minute after waiting all day especially at starbucks,2,Google,2021-07-12
The app has let me try so many different things I never would have eaten otherwise at incredible prices,5,Google,2021-07-12
"det er jo bare restemat, det meste stemmer ikke med vist bildet, man far helt noe annet enn det som er avbildet, i noen tillfeller far man gammel bakevarer/frukt. meny og mega holder mal.",1,Google,2021-07-12
fantastic app,5,Google,2021-07-12
Excellent!,5,Google,2021-07-12
this is a awesome app. I hate waste and am so happy to be one of those helping to keep this surplus food from going into the bin. so happy I found this app.,5,Google,2021-07-12
"Recommend. No waste, discounted fresh food, what's not to like?",5,Google,2021-07-12
very good service quick and very polite staff,5,Google,2021-07-12
overall fab thank you👍👍,5,Google,2021-07-12
"Very annoying advertisement , keep showing up on My Facebook feed when I'm watching beautiful videos of nature birds and animals . Stop showing up on my feed . Now I'm going to delete this app since I'm done giving you 1 star 🌟 lol have a Good day.",1,Google,2021-07-12
Great idea and great value,5,Google,2021-07-12
what a good IST. bag. for me mixed products great variety,5,Google,2021-07-12
very tasty vegan food. good portion.,5,Google,2021-07-12
Love this idea so food is not wasted,5,Google,2021-07-12
nice helpful staff,5,Google,2021-07-12
This app is a lifesaver for those that are food insecure but also if you like to help those that are.,5,Google,2021-07-12
"Two toasties, one each of macaroni cheese, bakewell tart and a pack of nuts. not bad for £3!",5,Google,2021-07-12
Great app but needs to list by distance and not have to go to the map to see how close or far,4,Google,2021-07-12
based,5,Google,2021-07-12
"App doesn't let you review a merchant in detail, so I couldnt share my negative experience with the store I tried. Not good for other users. My surprise box contained one nice organic chard, broccoli florets, some dark chocolate not expired, and cream of broccoli soup to expire in 2 days as well as 3-months-expired vegetable paste, two half-tomatoes (what had been cut off), two cut open pears, and 4-day-past-expiry bread. Broccoli was packed with the cut pears and tomatoes, gross and unsanitary.",2,Google,2021-07-12
really enjoyed my meal,1,Google,2021-07-11
"It a great that companies are starting to do this it's good for people who might not afford something's such as meat, but fish, and fresh fruit and veg. I it's better for the environment as well as a good way to promote waste awareness",5,Google,2021-07-11
A really easy to use and innovative way of combating did waste.,5,Google,2021-07-11
good value,5,Google,2021-07-11
Great concept for an app. Only issue that I have is certain restaurants don't really know how to use the app or interact with customers from the app coming to collect their food.,5,Google,2021-07-11
great app to save money,5,Google,2021-07-11
"Keeps telling me to verify my email address but I've had no email (or in my spam folder) to click through. Keeps emailing me to tell me I've logged in from a different device. I haven't, I've only ever logged in on my phone. Emails me to tell me I've missed all the deals. Completely useless. Uninstalling....again.",1,Google,2021-07-11
"Looked simple enough, but only food available in my area is donughts. App kept notifying about things which were already gone. Id not care what others may have gotten at some point in the past, only what is truly available now & not donughts.",3,Google,2021-07-11
Not in my area,1,Google,2021-07-11
"it seems like there is never a chance to order anything. i have checked at different times of day. i'm guessing there is some growth they are working on, but right now it doesn't seem like anybody is updating anything.",2,Google,2021-07-11
"Welcoming, friendly staff. Great tasting, authentic Italian food. Will definitely be back.",5,Google,2021-07-11
"Friendly staff, Nice selection of treats, defo worth the money x",5,Google,2021-07-11
App doesnt even work. Downloaded and installed but when I go to make an account it just tries to load forever on the terms page. Doesn't matter which type of login I choose they all just don't load.,1,Google,2021-07-11
The number of retailers has increased but they offer very poor value. The items they sell are worth less than you pay for them and you have no choice in what you receive. There are quite a few business on here that exaggerate the supposed value.,1,Google,2021-07-11
Great all round!,5,Google,2021-07-11
brilliant food staff and service,5,Google,2021-07-11
Great app saves so much money,5,Google,2021-07-11
"My friend told me about this app because I was unaware that shops did anything like this. As soon as I downloaded this app I got my first magic bag. just a short drive away to one of my favourite places for coffee and muffins, Costa Coffee❤ My magic bag felt like Christmas when I was looking inside all of the little bags and getting a lovely surprise each time!!! I am a vegetarian so my friend and I swap the goodies with each other. If I mention that I am a vegetarian,the staff help me out x x",5,Google,2021-07-11
"First time I've used this app , very impressed.",5,Google,2021-07-11
"The idea is great. I've tested multiple restaurants store, but overall the experience is SO bad: people treating you like charity, and five you super cheap things or almost rotten. In another case (Coop city Luzern) the lady tried to foul me with less things, and I had to ask (since that was my 4th meal there). Other times the employees just told me ""sorry you're late"" (Migros Luzern) and after showing the app I got two random thinga. It will be better with specific amount/quality expectation.",1,Google,2021-07-11
"Great food, great experience,",5,Google,2021-07-11
Brilliant selection. Worth far more than £3! Staff are lovely and the food is fab!,5,Google,2021-07-11
fantastic puddings!,5,Google,2021-07-11
save your money & the planet—it's a win-win!,5,Google,2021-07-11
such nice people and great customer service,5,Google,2021-07-11
this is a great app for finding food at lower prices that still good to eat and my first purchased was a really good deal. definitely worth $5.99,5,Google,2021-07-11
"This is a really cool way to stop food waste and try new ""surprise"" things, on a budget. Very fun!",5,Google,2021-07-11
Terrible the bags I got had stale food rubbish,1,Google,2021-07-11
really good,5,Google,2021-07-10
verry good app,3,Google,2021-07-10
Excellent for value for money,5,Google,2021-07-10
"Don't waste your time and money, because restaurants give almost nothing for the money you pay.",1,Google,2021-07-10
Great,5,Google,2021-07-10
"interesting concept. however, this is important, the website says nothing about which areas it serves (many companies let you enter a zip and see what's available). i wasted time searching the web, then forced to download the app, only to find out that there's nothing in my area, not even very close. ended up deleting. waste of time.",2,Google,2021-07-10
Excellent way to save money and help stop food being wasted.,5,Google,2021-07-10
Very friendly and helpful staff. Delicious items and impressive quantity!,5,Google,2021-07-10
food was absolutely delicious. Really good value for money. Will definitely buy again.,5,Google,2021-07-10
Good walue,5,Google,2021-07-10
it works 🍕,5,Google,2021-07-10
"What a little gem of a shop, lovely staff. We will be back when we have more time to browse 💕",5,Google,2021-07-10
Great website,5,Google,2021-07-10
Trying out the app... Lovely and sustainable concept. I hope more Bavarian vendors start using it!,5,Google,2021-07-10
Three orders cancelled on day of collection even showing available last week. Ordered yesterday to collect today to be told by the owner that order was cancelled but I got notification to collect!!! I'm not sure who is at fault I've contacted the app help and still waiting for response from last week.Very poor service IMO,1,Google,2021-07-10
"Great value, great service and staff are really good",5,Google,2021-07-10
"Good for your wallet, bisnuess, and the planet.",5,Google,2021-07-10
They haven't expanded to LA which has one of the biggest food scenes in the US smh,1,Google,2021-07-10
"There are very participating businesses in the Bay Area outside of San Francisco. Not useful to me at this time, but I hope that changes.",2,Google,2021-07-10
"Great idea, but searching for available cities is near impossible; both on app and no-where on the website.",2,Google,2021-07-10
fantastic. I love this so much.,5,Google,2021-07-10
Best food ever!!!,5,Google,2021-07-10
"I love this app! It connects me to so many places I wouldn't have checked out otherwise. Plus the food is really good, food - that would otherwise be going to waste. Win-win.",5,Google,2021-07-10
amazing deals and super convenient way to reduce food waste! my friends are all hyped on this too for the deals!,5,Google,2021-07-10
Good value for money,5,Google,2021-07-10
"Great app, love being able to get cheap food near me and help reduce food waste!",5,Google,2021-07-09
"so far so good, downloaded the app yesterday and picked my first magic bag up today and had a good experience with a new shop which I will now be going to in the future and not just for magic bags.",5,Google,2021-07-09
use this alot. Cheap but still delicious food,5,Google,2021-07-09
awesome do,5,Google,2021-07-09
"Great experience, lovely friendly staff , quick collection didn't have to wait .",5,Google,2021-07-09
"Hvis man skriver, at varen svarer til en pris, så skal den også gøre det... det gør den ofte ikke Det er tydeligt, at butikker sælger poser længe inden de ved, hvor meget overskudsmad de har. Det er under al kritik, at butikker sælger 'lykkeposer' dagen før de skal hentes. Det er længe inden de overhovedet ved, hvor meget de får i overskud. Det viser med al tydelighed, at det er en udspekuleret måde at lave mersalg på. Hensigten er ikke at redde mad, men at sælge mere.",1,Google,2021-07-09
save food waste and money,5,Google,2021-07-09
Great idea and implementation :),5,Google,2021-07-09
"Amazing app, more stores should be doing this to help save waste.",5,Google,2021-07-09
really good idea absolutely spot on,5,Google,2021-07-09
"very friendly, great selection of baked goods again!",5,Google,2021-07-09
"Worst app. Nothing ever loads no matter if I set the location to my house or to a busy city area. The app took over a week to even let me sign up, just constant losing icon.",1,Google,2021-07-09
brilliant thanks,5,Google,2021-07-09
very good value for money,5,Google,2021-07-09
Good very good 👍,5,Google,2021-07-09
Great value and Staff polite.,5,Google,2021-07-09
Much better than some,5,Google,2021-07-09
good selection,5,Google,2021-07-09
Good value and excellent scheme for reducing waste.,5,Google,2021-07-09
"Used for roughly a day and successfully picked up two orders. Quick impressions. Done right: 1. Save money, try new places, and reduce food waste. Triple win. 2. The FINAL price is displayed. 3. Merchant profile shows average star rating, % skew, and number of reviews. Gaussian folks rejoice. 4. The ""favorites"" tab as a bookmarked list of merchants. Suggestions: 1. Search and sort functionalities. 2. Merchant posting time for new bags. 3. % Merchant cancelled. 4. Continued expansion.",5,Google,2021-07-09
"Nice app, great idea. Sounds like a very ""sustainable"" business 😆",2,Google,2021-07-09
good for business,4,Google,2021-07-09
nice experience,5,Google,2021-07-09
"lovely staff,great value,fabulous food",5,Google,2021-07-09
"First time, didn't know what to expect but pleasantly surprised by what I got",5,Google,2021-07-08
"First time trying tonight, amazed at amount of food and the value",5,Google,2021-07-08
Great selection of food. paid £2.59 for approx £8 worth of food,5,Google,2021-07-08
"Easy collection, friendly staff, great selection of goodies.",5,Google,2021-07-08
Great selection and variety of goods,5,Google,2021-07-08
i love the concept! it's a symbiosis and i just love it,5,Google,2021-07-08
Great app and would recommend to anyone and everyone,5,Google,2021-07-08
I would definitely do this again it was my 1st time and the assistant was lovely,5,Google,2021-07-08
Great app,5,Google,2021-07-08
"Amazing, what a great deal to help with the reduction of waste and lovely staff.",5,Google,2021-07-08
"I was really impressed with my bag, especially the baguettes, fresh and delicious. I am saving the other items for lunch and tea time.",5,Google,2021-07-08
i realise its a bit of a gamble but the magic bag was better than i expected and I'd definitely get one again as i can give stuff to other people too,5,Google,2021-07-08
pure brilliance!!!! wide variety of choice of shops. good amount of food !,5,Google,2021-07-08
Great app. such a good idea to stop the waste of food.,5,Google,2021-07-08
"Morrisons are the only fresh food supplier in my area and are always sold out whatever time you check. Apart from that it mainly junk food from Costa which I wouldn't buy at any price. Time to delete the app. Tried the app again. Same thing. Impossible to purchase,bags are sold out without appearing on the page. Pointless app.",1,Google,2021-07-08
First time using this app. Didn't realise it could be so quick and easy. Lovely lady in shop was so lovely. Definitely use again,5,Google,2021-07-08
Wow. Save money and reduce food waste. it's as good as it sounds.,5,Google,2021-07-08
Great app to combat waste of food can't fault it,5,Google,2021-07-08
very pleased overall 😀,5,Google,2021-07-08
just collected fabulous mix of fresh fruit veg salad new potatoes well worth the price absolutely loads a huge box,5,Google,2021-07-08
Absolutely brilliant staff was nice and such a good amount of food for the price.,5,Google,2021-07-08
Excellent initiative to save the food from being wasted! Thank you!,5,Google,2021-07-08
It's a great concept and the app is easy to use. 3 stars bc they no longer recognize American Express as a payment option.,3,Google,2021-07-08
Really happy with my 1st purchase 👍,5,Google,2021-07-08
"The food was lovely, I will go again. It is good value for money and a lovely surprise as you have no idea what you will get!",5,Google,2021-07-08
Great idea got my first magic bag yesterday lovely surprise all looked and tasted good,5,Google,2021-07-08
"used it once. got roughly 15 donuts for $5. yeah, im pretty happy so far!",5,Google,2021-07-08
Will be better once more restaurants get on the app in my town. Great deals !,4,Google,2021-07-08
"a hit and miss experience, but a great idea and excellent execution from an app standpoint",5,Google,2021-07-08
Super quick collection. I certainly got my money's worth!,5,Google,2021-07-07
"Looks very promising and I had high hopes, but I went through the setup and found out it's not available in my area. Props to the design team for such a lovely design and setup process, just not too hot on jumping through hoops to find out I can't use it.",3,Google,2021-07-07
Such amazing value and quality foods. Will definitely buy again,5,Google,2021-07-07
"breakfast, lunch and dinner sorted for 1 just for £4.00.",5,Google,2021-07-07
allows you to spare on food. I highly recommend this app,5,Google,2021-07-07
Super value. x,5,Google,2021-07-07
"I received a lovely selection including chicken salad, a beetroot and feta baguette, together with a piece each of apricot tart and carrot cake. To top it all, a lovely loaf of Paul's freshly baked bread. delicious:)",5,Google,2021-07-07
Recommended,5,Google,2021-07-07
"Brilliant idea, really well executed. Great customer service.",5,Google,2021-07-07
over the moon!! thank you.,5,Google,2021-07-07
awesome,4,Google,2021-07-07
"Great app, easy to use both finding food and collecting. a must download for any one.",5,Google,2021-07-07
"So , grain and grind bag was exceptional! looking forward to rest but the traybakey thing with nuts salt and oats was one of the best things I've ever had in my mouth!",5,Google,2021-07-07
"Op welke tijd ik ook kijk, alles is altijd uitverkocht. Er staat ook heel slecht aangegeven wanneer iets word verkocht. Ik krijg ook geen meldingen wanneer iets beschikbaar is. Ik heb deze app nu al een een geruime tijd en ik vis altijd achter het net. Nog nooit wat kunnen kopen. De tijden waarop het is uitverkocht komen ook zelfden overeen. Als ik kijk staat er soms ""uitverkocht om 19:06"" en als ik er dan even later opnieuw langs scroll staat er ""uitverkocht om 18:30"". Rare app",1,Google,2021-07-07
exelent,5,Google,2021-07-07
so glad I found this app,5,Google,2021-07-07
No available shops near San Diego. Great app experience so far just no shops are available near me. Hopefully that will be addressed soon.,3,Google,2021-07-07
tasty food will be back,4,Google,2021-07-07
"I really like the interface and mainly the idea of this app, it is simple, but effective and I've had many good deals before (5stars). However, it is hard to sort by rating and the review system is not very transparent, so sometimes I get some bad deals (4stars). Unfortunately, I have had to contact tgtg over a shop that is taking advantage of the system and got an error message that the request can not be processed multiple times. If you can't take feedback, how can you improve? (3stars)",3,Google,2021-07-07
